"Regio's";"Perioden";"m3";"m3";"m3";"m3";"m3";"m3";"%";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh"
"Purmerend";"2012*";"450";"250";"400";"550";"550";"1200";"69.0";"3250";"2150";"3550";"3700";"4300";"4900"
"Putten";"2010";"2350";"1100";"1650";"2000";"2450";"3350";"0.0";"3900";"2150";"3250";"3450";"4100";"4850"
"Putten";"2011";"1850";"850";"1300";"1550";"1900";"2600";"0.0";"3800";"2100";"3200";"3400";"4050";"4800"
"Putten";"2012*";"1900";"900";"1350";"1650";"2000";"2750";"0.0";"3700";"2050";"3100";"3300";"4000";"4650"
"Raalte";"2010";"2250";"1250";"1850";"2050";"2350";"2900";"0.0";"3800";"2250";"3300";"3400";"4050";"4550"
"Raalte";"2011";"1700";"950";"1450";"1600";"1800";"2250";"0.0";"3650";"2200";"3250";"3350";"3900";"4500"
"Raalte";"2012*";"1800";"1000";"1500";"1700";"1950";"2400";"0.0";"3600";"2150";"3200";"3300";"3850";"4400"
"Reimerswaal";"2010";"1900";"1000";"1500";"1800";"1950";"2500";"0.0";"3250";"2050";"2700";"3000";"3400";"4050"
"Reimerswaal";"2011";"1500";"750";"1200";"1400";"1550";"1950";"0.0";"3250";"2150";"2700";"2950";"3400";"4050"
"Reimerswaal";"2012*";"1600";"900";"1300";"1500";"1650";"2100";"0.0";"3200";"2050";"2700";"2950";"3350";"4000"
"Renkum";"2010";"2350";"1600";"1850";"2200";"2600";"3900";"0.0";"3300";"2150";"3200";"3250";"3700";"4700"
"Renkum";"2011";"1900";"1250";"1450";"1750";"2100";"3100";"0.0";"3300";"2100";"3200";"3250";"3700";"4700"
"Renkum";"2012*";"1950";"1250";"1500";"1800";"2150";"3250";"0.0";"3250";"2100";"3100";"3200";"3650";"4650"
"Renswoude";"2010";"2300";"1200";"1850";"2200";"2700";"3050";"0.0";"4050";"2400";"3600";"3700";"4500";"4950"
"Renswoude";"2011";"1850";"950";"1450";"1750";"2100";"2450";"0.0";"4050";"2450";"3600";"3700";"4550";"5000"
"Renswoude";"2012*";"1850";"950";"1500";"1800";"2150";"2550";"0.0";"3850";"2400";"3500";"3600";"4350";"4950"
"Reusel-De Mierden";"2010";"2300";"1150";"1650";"1950";"2250";"2900";"0.0";"4150";"2650";"3450";"3500";"4150";"4900"
"Reusel-De Mierden";"2011";"1900";"850";"1400";"1600";"1900";"2350";"0.0";"4200";"2800";"3500";"3500";"4200";"4900"
"Reusel-De Mierden";"2012*";"1850";"850";"1400";"1650";"1900";"2400";"0.0";"4150";"2650";"3500";"3500";"4150";"4900"
"Rheden";"2010";"2150";"1350";"1850";"2150";"2600";"3900";"0.0";"3250";"2200";"3050";"3250";"3650";"4700"
"Rheden";"2011";"1700";"1050";"1450";"1700";"2000";"3050";"0.0";"3200";"2150";"3000";"3200";"3600";"4650"
"Rheden";"2012*";"1800";"1150";"1500";"1800";"2150";"3200";"0.0";"3100";"2150";"2950";"3150";"3500";"4550"
"Rhenen";"2010";"2250";"1250";"1800";"2150";"2650";"3400";"0.0";"3750";"2450";"3350";"3550";"4100";"4900"
"Rhenen";"2011";"1750";"950";"1400";"1650";"2100";"2700";"0.0";"3700";"2450";"3300";"3500";"4100";"4900"
"Rhenen";"2012*";"1800";"1000";"1500";"1750";"2150";"2850";"0.0";"3600";"2450";"3250";"3500";"4050";"4800"
"Ridderkerk";"2010";"1650";"1200";"1650";"2050";"2450";"3400";"0.0";"3300";"2550";"3550";"3750";"4150";"4900"
"Ridderkerk";"2011";"1300";"900";"1300";"1600";"1950";"2650";"0.0";"3250";"2550";"3500";"3700";"4150";"4850"
"Ridderkerk";"2012*";"1350";"1000";"1350";"1650";"2000";"2750";"0.0";"3100";"2500";"3350";"3550";"3950";"4650"
"Rijnwaarden";"2010";"2000";"1150";"1500";"1800";"2050";"2850";"0.0";"3600";"2100";"2900";"3300";"4000";"4700"
"Rijnwaarden";"2011";"1600";"850";"1200";"1450";"1650";"2300";"0.0";"3650";"2200";"3000";"3350";"4000";"4700"
"Rijnwaarden";"2012*";"1600";"1000";"1250";"1500";"1700";"2350";"0.0";"3500";"2050";"2900";"3250";"3900";"4500"
"Rijnwoude";"2010";"2000";"1200";"1700";"2050";"2450";"3150";"0.0";"3600";"2100";"3450";"3650";"3950";"4850"
"Rijnwoude";"2011";"1550";"950";"1350";"1600";"1900";"2500";"0.0";"3600";"2200";"3400";"3600";"3950";"4900"
"Rijnwoude";"2012*";"1600";"1100";"1400";"1700";"1950";"2650";"0.0";"3450";"2100";"3300";"3500";"3800";"4700"
"Rijssen-Holten";"2010";"2350";"1350";"1950";"2150";"2450";"3250";"0.0";"3650";"2250";"3250";"3450";"3900";"4550"
"Rijssen-Holten";"2011";"1850";"1000";"1500";"1650";"1900";"2550";"0.0";"3600";"2200";"3200";"3400";"3850";"4550"
"Rijssen-Holten";"2012*";"2000";"1150";"1600";"1800";"2050";"2750";"0.0";"3600";"2150";"3150";"3350";"3800";"4500"
"Rijswijk (ZH.)";"2010";"1750";"1550";"2000";"2350";"3100";"3650";"0.0";"2750";"2300";"3650";"3900";"4750";"5050"
"Rijswijk (ZH.)";"2011";"1350";"1200";"1600";"1900";"2500";"2800";"0.0";"2750";"2300";"3600";"3850";"4750";"5050"
"Rijswijk (ZH.)";"2012*";"1450";"1300";"1650";"1950";"2650";"3000";"0.0";"2700";"2300";"3500";"3750";"4600";"5100"
"Roerdalen";"2010";"2400";"1200";"1950";"2000";"2300";"3000";"0.0";"3800";"2200";"3450";"3450";"3700";"4550"
"Roerdalen";"2011";"1850";"850";"1500";"1550";"1800";"2350";"0.0";"3800";"2150";"3400";"3400";"3650";"4500"
"Roerdalen";"2012*";"1950";"950";"1600";"1650";"1900";"2500";"0.0";"3750";"2150";"3400";"3350";"3550";"4450"
"Roermond";"2010";"2000";"1350";"1850";"2100";"2500";"3150";"0.0";"3300";"2150";"3300";"3600";"3950";"4750"
"Roermond";"2011";"1500";"1000";"1400";"1600";"1900";"2350";"0.0";"3200";"2150";"3200";"3500";"3800";"4700"
"Roermond";"2012*";"1600";"1150";"1500";"1700";"2050";"2600";"0.0";"3200";"2200";"3200";"3450";"3750";"4600"
"De Ronde Venen";"2010";"2000";"1150";"1700";"2050";"2650";"3350";"0.0";"3850";"2500";"3800";"3900";"4300";"5050"
"De Ronde Venen";"2011";"1650";"900";"1400";"1700";"2250";"2750";"0.0";"3850";"2450";"3750";"3800";"4350";"5100"
"De Ronde Venen";"2012*";"1700";"950";"1450";"1750";"2350";"2850";"0.0";"3700";"2450";"3650";"3700";"4300";"5050"
"Roosendaal";"2010";"2000";"1250";"1750";"2050";"2500";"3050";"0.0";"3450";"2250";"3350";"3550";"3750";"4700"
"Roosendaal";"2011";"1500";"950";"1300";"1550";"1900";"2350";"0.0";"3400";"2200";"3300";"3500";"3750";"4700"
"Roosendaal";"2012*";"1650";"1000";"1450";"1700";"2050";"2550";"0.0";"3350";"2200";"3300";"3450";"3700";"4650"
"Rotterdam";"2010";"1250";"1050";"1450";"1800";"2550";"3550";"15.0";"2650";"2300";"3200";"3550";"4350";"5200"
"Rotterdam";"2011";"950";"800";"1150";"1400";"2000";"2750";"15.0";"2650";"2300";"3150";"3500";"4250";"5150"
"Rotterdam";"2012*";"1000";"850";"1200";"1450";"2100";"2900";"15.0";"2600";"2250";"3100";"3400";"4200";"5150"
"Rozendaal";"2010";"3350";"x";"2400";"2900";"3050";"4550";"0.0";"4450";"x";"3850";"4100";"4100";"5500"
"Rozendaal";"2011";"2600";"x";"1850";"2200";"2350";"3550";"0.0";"4400";"x";"3750";"4050";"4050";"5500"
"Rozendaal";"2012*";"2800";" ";"2000";"2350";"2450";"3950";"0.0";"4400";" ";"3650";"3950";"3950";"5550"
"Rucphen";"2010";"2500";"1150";"1850";"2000";"2300";"3200";"0.0";"4100";"2400";"3400";"3400";"4000";"4800"
"Rucphen";"2011";"1950";"900";"1400";"1550";"1800";"2450";"0.0";"4100";"2400";"3400";"3400";"4000";"4800"
"Rucphen";"2012*";"2100";"1000";"1550";"1650";"1950";"2700";"0.0";"4000";"2400";"3350";"3350";"3950";"4750"
"Schagen";"2010";"1850";"1000";"1700";"2050";"2200";"3050";"0.0";"3300";"2200";"3250";"3200";"4100";"4550"
"Schagen";"2011";"1450";"750";"1350";"1600";"1750";"2350";"0.0";"3250";"2200";"3200";"3150";"4050";"4450"
"Schagen";"2012*";"1500";"800";"1450";"1700";"1850";"2500";"0.0";"3150";"2200";"3100";"3100";"4050";"4350"
"Schermer";"2010";"2400";"1100";"1850";"2000";"2250";"2950";"0.0";"4000";"2050";"3550";"3450";"3950";"4600"
"Schermer";"2011";"1850";"850";"1450";"1550";"1750";"2300";"0.0";"3900";"2050";"3450";"3300";"3850";"4500"
"Schermer";"2012*";"1950";"900";"1500";"1650";"1850";"2450";"0.0";"3800";"2150";"3450";"3350";"3900";"4400"
"Scherpenzeel";"2010";"2250";"1100";"1850";"2150";"2500";"3300";"0.0";"3650";"2000";"3350";"3650";"4150";"4550"
"Scherpenzeel";"2011";"1800";"900";"1450";"1700";"2000";"2600";"0.0";"3700";"2200";"3450";"3650";"4150";"4550"
"Scherpenzeel";"2012*";"1900";"950";"1500";"1750";"2050";"2750";"0.0";"3700";"2200";"3350";"3650";"4050";"4450"
"Schiedam";"2010";"1450";"1300";"1600";"1900";"2650";"2950";"0.0";"2850";"2400";"3450";"3750";"4400";"4800"
"Schiedam";"2011";"1150";"1000";"1250";"1500";"2100";"2300";"0.0";"2800";"2400";"3400";"3650";"4350";"4750"
"Schiedam";"2012*";"1200";"1050";"1300";"1600";"2200";"2500";"0.0";"2750";"2350";"3300";"3600";"4300";"4750"
"Schiermonnikoog";"2010";"2400";"x";"1650";"1800";"2150";"3200";"0.0";"2750";"x";"2000";"2400";"2850";"3050"
"Schiermonnikoog";"2011";"1900";"x";"1350";"1300";"1700";"2500";"0.0";"2950";"x";"2050";"2150";"3400";"2950"
"Schiermonnikoog";"2012*";"2000";" ";"1450";"1200";"1850";"2700";"0.0";"3000";" ";"2100";"2100";"3500";"3100"
"Schijndel";"2010";"2050";"1100";"1650";"1900";"2300";"3100";"0.0";"3900";"2500";"3550";"3700";"4250";"5100"
"Schijndel";"2011";"1650";"900";"1350";"1550";"1900";"2500";"0.0";"3900";"2500";"3550";"3650";"4200";"5100"
"Schijndel";"2012*";"1700";"900";"1400";"1600";"2000";"2600";"0.0";"3850";"2400";"3500";"3600";"4200";"5000"
"Schinnen";"2010";"2500";"1200";"2100";"2350";"2600";"3350";"0.0";"4000";"2450";"3750";"3950";"4100";"4800"
"Schinnen";"2011";"1900";"950";"1600";"1800";"2000";"2550";"0.0";"3900";"2300";"3600";"3750";"3900";"4600"
"Schinnen";"2012*";"2050";"1100";"1700";"1900";"2150";"2750";"0.0";"3800";"2350";"3550";"3700";"3850";"4600"
"Schoonhoven";"2010";"1900";"1300";"1750";"2050";"2600";"3200";"0.0";"3250";"2300";"3200";"3400";"4350";"4850"
"Schoonhoven";"2011";"1450";"1000";"1350";"1600";"2000";"2500";"0.0";"3200";"2250";"3150";"3400";"4350";"4550"
"Schoonhoven";"2012*";"1500";"1050";"1450";"1650";"2150";"2700";"0.0";"3100";"2250";"3100";"3350";"4200";"4600"
"Schouwen-Duiveland";"2010";"2050";"1200";"1650";"1850";"2000";"2600";"0.0";"3350";"2250";"2950";"3050";"3600";"4000"
"Schouwen-Duiveland";"2011";"1600";"950";"1300";"1450";"1600";"2050";"0.0";"3400";"2250";"2900";"3050";"3650";"4050"
"Schouwen-Duiveland";"2012*";"1650";"950";"1350";"1550";"1650";"2150";"0.0";"3200";"2300";"2900";"2950";"3550";"3900"
"Simpelveld";"2010";"2350";"1200";"2100";"2300";"2600";"3300";"0.0";"3700";"2400";"3600";"3550";"3950";"4500"
"Simpelveld";"2011";"1750";"1000";"1550";"1700";"1900";"2500";"0.0";"3450";"2300";"3350";"3350";"3700";"4250"
"Simpelveld";"2012*";"1900";"1100";"1700";"1900";"2100";"2700";"0.0";"3400";"2300";"3300";"3350";"3650";"4250"
"Sint Anthonis";"2010";"2250";"1200";"1600";"1650";"2000";"2700";"0.0";"4250";"2500";"3200";"3250";"3800";"4900"
"Sint Anthonis";"2011";"2100";"1000";"1400";"1550";"1800";"2500";"0.0";"4250";"2400";"3150";"3350";"3800";"4950"
"Sint Anthonis";"2012*";"2100";"950";"1450";"1550";"1800";"2550";"0.0";"4050";"2250";"3050";"3150";"3700";"4850"
"Sint-Michielsgestel";"2010";"2400";"1150";"1900";"2100";"2500";"3350";"0.0";"4050";"2250";"3500";"3600";"4250";"4950"
"Sint-Michielsgestel";"2011";"1850";"900";"1450";"1600";"1950";"2600";"0.0";"4050";"2300";"3500";"3600";"4250";"4950"
"Sint-Michielsgestel";"2012*";"2000";"950";"1500";"1700";"2050";"2750";"0.0";"3950";"2300";"3450";"3550";"4200";"4850"
"Sint-Oedenrode";"2010";"2200";"1150";"1800";"2100";"2500";"3200";"0.0";"3950";"2550";"3550";"3650";"4450";"5050"
"Sint-Oedenrode";"2011";"1700";"900";"1400";"1600";"1950";"2500";"0.0";"4000";"2550";"3550";"3800";"4500";"5150"
"Sint-Oedenrode";"2012*";"1750";"900";"1450";"1650";"2000";"2600";"0.0";"4000";"2550";"3550";"3750";"4500";"5150"
"Sittard-Geleen";"2010";"2050";"1350";"1850";"2150";"2500";"3200";"0.0";"3450";"2200";"3500";"3650";"3850";"4800"
"Sittard-Geleen";"2011";"1550";"1000";"1400";"1650";"1900";"2500";"0.0";"3350";"2150";"3400";"3600";"3800";"4750"
"Sittard-Geleen";"2012*";"1700";"1100";"1550";"1800";"2050";"2700";"0.0";"3350";"2200";"3400";"3550";"3750";"4650"
"Skarsterlân";"2010";"2150";"1250";"1750";"1950";"2050";"2650";"0.0";"3250";"2000";"2550";"2700";"3350";"3900"
"Skarsterlân";"2011";"1700";"900";"1350";"1500";"1600";"2050";"0.0";"3300";"1950";"2600";"2750";"3350";"3950"
"Skarsterlân";"2012*";"1750";"950";"1400";"1600";"1700";"2200";"0.0";"3150";"2000";"2500";"2700";"3300";"3800"
"Sliedrecht";"2010";"1700";"1200";"1650";"2000";"2350";"2950";"0.0";"3100";"2100";"3350";"3650";"3800";"4450"
"Sliedrecht";"2011";"1300";"900";"1250";"1500";"1750";"2300";"0.0";"3050";"2050";"3300";"3550";"3750";"4450"
"Sliedrecht";"2012*";"1400";"1000";"1300";"1600";"1900";"2500";"0.0";"2950";"2050";"3200";"3500";"3700";"4350"
"Slochteren";"2010";"2550";"1350";"2000";"2200";"2250";"2900";"0.0";"3750";"2050";"2750";"2850";"3550";"4250"
"Slochteren";"2011";"2050";"1050";"1600";"1750";"1800";"2300";"0.0";"3750";"2150";"2750";"2850";"3550";"4250"
"Slochteren";"2012*";"2150";"1050";"1750";"1900";"1900";"2500";"0.0";"3650";"2100";"2700";"2850";"3500";"4200"
"Sluis";"2010";"1950";"1200";"1700";"1900";"2050";"2450";"0.0";"2850";"1950";"2650";"2650";"3100";"3500"
"Sluis";"2011";"1550";"1050";"1350";"1500";"1550";"1950";"0.0";"2850";"2000";"2650";"2700";"3100";"3500"
"Sluis";"2012*";"1650";"1150";"1450";"1600";"1650";"2000";"0.0";"2850";"2400";"2600";"2700";"2950";"3350"
"Smallingerland";"2010";"2050";"1300";"1900";"2100";"2100";"2750";"0.0";"3050";"1850";"2800";"3050";"3400";"4000"
"Smallingerland";"2011";"1650";"1100";"1500";"1650";"1650";"2200";"0.0";"3050";"1900";"2800";"3000";"3350";"4000"
"Smallingerland";"2012*";"1750";"1200";"1600";"1750";"1750";"2350";"0.0";"3000";"1900";"2750";"2950";"3300";"3900"
"Soest";"2010";"2200";"1450";"1850";"2200";"3000";"3850";"0.0";"3600";"2400";"3600";"3900";"4450";"5050"
"Soest";"2011";"1700";"1100";"1450";"1750";"2350";"3000";"0.0";"3550";"2350";"3550";"3850";"4450";"5050"
"Soest";"2012*";"1800";"1150";"1550";"1850";"2450";"3200";"0.0";"3500";"2350";"3500";"3800";"4350";"5000"
"Someren";"2010";"2250";"1100";"1850";"1950";"2450";"3000";"0.0";"4150";"2400";"3650";"3750";"4400";"5200"
"Someren";"2011";"1750";"850";"1450";"1550";"1950";"2400";"0.0";"4150";"2350";"3650";"3750";"4400";"5200"
"Someren";"2012*";"1850";"950";"1500";"1550";"2050";"2550";"0.0";"4050";"2300";"3600";"3650";"4300";"5200"
"Son en Breugel";"2010";"2450";"1250";"2100";"2300";"2650";"3800";"0.0";"4150";"2600";"3950";"4050";"4250";"5350"
"Son en Breugel";"2011";"1950";"1000";"1700";"1850";"2150";"3000";"0.0";"4050";"2500";"3900";"3950";"4250";"5250"
"Son en Breugel";"2012*";"1950";"950";"1750";"1900";"2250";"3200";"0.0";"3950";"2500";"3800";"3850";"4200";"5300"
"Spijkenisse";"2010";"1500";"1150";"1550";"1900";"2100";"2700";"0.0";"3450";"2550";"3750";"3950";"4400";"5150"
"Spijkenisse";"2011";"1200";"850";"1200";"1450";"1700";"2150";"0.0";"3400";"2500";"3650";"3850";"4350";"5200"
"Spijkenisse";"2012*";"1250";"950";"1250";"1550";"1750";"2250";"0.0";"3250";"2450";"3550";"3750";"4300";"5100"
"Stadskanaal";"2010";"2350";"1300";"2050";"2300";"2400";"3050";"0.0";"3300";"2050";"2850";"3100";"3650";"4100"
"Stadskanaal";"2011";"1850";"950";"1600";"1800";"1900";"2400";"0.0";"3300";"2050";"2850";"3050";"3600";"4100"
"Stadskanaal";"2012*";"2000";"1100";"1700";"1950";"2050";"2650";"0.0";"3200";"2000";"2850";"3000";"3550";"4100"
"Staphorst";"2010";"2550";"1550";"1900";"2050";"2500";"3000";"0.0";"4150";"2700";"3500";"3650";"4150";"4600"
"Staphorst";"2011";"2050";"1300";"1550";"1650";"2000";"2400";"0.0";"4100";"2650";"3450";"3550";"4150";"4500"
"Staphorst";"2012*";"2100";"1350";"1650";"1750";"2100";"2500";"0.0";"4050";"2700";"3500";"3500";"4150";"4450"
"Stede Broec";"2010";"2000";"950";"1750";"2050";"2050";"2550";"0.0";"3550";"2050";"3300";"3500";"3800";"4350"
"Stede Broec";"2011";"1600";"750";"1450";"1650";"1650";"2050";"0.0";"3600";"2100";"3350";"3500";"3900";"4450"
"Stede Broec";"2012*";"1650";"800";"1500";"1700";"1750";"2150";"0.0";"3450";"2150";"3250";"3350";"3750";"4250"
"Steenbergen";"2010";"2200";"1300";"1850";"2050";"2300";"2850";"0.0";"3800";"2250";"3400";"3450";"3950";"4800"
"Steenbergen";"2011";"1650";"1000";"1450";"1600";"1800";"2200";"0.0";"3700";"2300";"3400";"3400";"3900";"4800"
"Steenbergen";"2012*";"1800";"1100";"1550";"1700";"1900";"2400";"0.0";"3600";"2200";"3350";"3350";"3900";"4700"
"Steenwijkerland";"2010";"2200";"1250";"1800";"2100";"2250";"2900";"0.0";"3350";"1900";"2850";"3050";"3700";"4150"
"Steenwijkerland";"2011";"1750";"1000";"1450";"1700";"1800";"2350";"0.0";"3350";"1950";"2850";"3050";"3700";"4150"
"Steenwijkerland";"2012*";"1900";"1050";"1550";"1800";"1900";"2500";"0.0";"3300";"2000";"2800";"3000";"3600";"4100"
"Stein (L.)";"2010";"2250";"1350";"1850";"2100";"2400";"2900";"0.0";"3800";"2150";"3450";"3750";"4050";"4600"
"Stein (L.)";"2011";"1700";"1000";"1400";"1600";"1850";"2250";"0.0";"3700";"2100";"3350";"3650";"3950";"4450"
"Stein (L.)";"2012*";"1800";"1050";"1500";"1750";"1950";"2400";"0.0";"3650";"2100";"3300";"3600";"3900";"4400"
"Stichtse Vecht";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Stichtse Vecht";"2011";"1550";"950";"1400";"1700";"2200";"2850";"0.0";"3600";"2350";"3600";"3800";"4350";"5150"
"Stichtse Vecht";"2012*";"1650";"1050";"1450";"1800";"2300";"2950";"0.0";"3500";"2300";"3550";"3750";"4300";"4950"
"Strijen";"2010";"2050";"1050";"1650";"2000";"2200";"2800";"0.0";"3650";"1900";"3350";"3500";"3900";"4550"
"Strijen";"2011";"1600";"800";"1300";"1550";"1750";"2200";"0.0";"3600";"2000";"3250";"3500";"3850";"4500"
"Strijen";"2012*";"1650";"800";"1400";"1600";"1850";"2350";"0.0";"3500";"1850";"3200";"3400";"3750";"4500"
"Súdwest-Fryslân";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Súdwest-Fryslân";"2011";"1650";"1050";"1450";"1650";"1700";"2050";"0.0";"3050";"1900";"2750";"2800";"3250";"3850"
"Súdwest-Fryslân";"2012*";"1750";"1150";"1600";"1800";"1850";"2150";"0.0";"2900";"1850";"2700";"2750";"3150";"3600"
"Terneuzen";"2010";"1850";"1200";"1600";"1850";"2000";"2400";"0.0";"3050";"2350";"2800";"2900";"3300";"3700"
"Terneuzen";"2011";"1450";"900";"1250";"1450";"1550";"1850";"0.0";"3050";"2350";"2800";"2900";"3300";"3700"
"Terneuzen";"2012*";"1550";"1000";"1350";"1550";"1650";"2000";"0.0";"3000";"2350";"2750";"2850";"3250";"3650"
"Terschelling";"2010";"2450";"1200";"1850";"2050";"2450";"2950";"0.0";"3250";"2250";"2950";"2900";"3300";"3750"
"Terschelling";"2011";"1950";"950";"1450";"1650";"1900";"2350";"0.0";"3250";"2450";"2850";"2900";"3300";"3750"
"Terschelling";"2012*";"2150";"1200";"1600";"1750";"2100";"2650";"0.0";"3250";"2700";"2750";"2850";"3300";"3750"
"Texel";"2010";"2100";"1250";"1650";"1900";"2300";"2700";"0.0";"3400";"2300";"3050";"3500";"3650";"3900"
"Texel";"2011";"1650";"950";"1300";"1500";"1800";"2100";"0.0";"3350";"2250";"3000";"3450";"3550";"3800"
"Texel";"2012*";"1800";"1050";"1400";"1600";"1950";"2400";"0.0";"3350";"2200";"2900";"3350";"3500";"4050"
"Teylingen";"2010";"1850";"1150";"1600";"2000";"2650";"3600";"0.0";"3550";"2200";"3600";"3800";"4400";"5300"
"Teylingen";"2011";"1450";"900";"1250";"1550";"2150";"2850";"0.0";"3600";"2300";"3600";"3850";"4500";"5250"
"Teylingen";"2012*";"1500";"950";"1350";"1650";"2250";"3050";"0.0";"3500";"2300";"3500";"3700";"4300";"5200"
"Tholen";"2010";"1900";"1150";"1650";"1850";"2000";"2550";"0.0";"3450";"2200";"3050";"3200";"3850";"4450"
"Tholen";"2011";"1500";"900";"1300";"1450";"1550";"2000";"0.0";"3450";"2150";"3100";"3250";"3850";"4400"
"Tholen";"2012*";"1550";"950";"1400";"1550";"1650";"2100";"0.0";"3350";"2150";"3050";"3150";"3750";"4350"
"Tiel";"2010";"1850";"1250";"1650";"2000";"2300";"3200";"0.0";"3450";"2250";"3400";"3550";"4200";"4950"
"Tiel";"2011";"1450";"950";"1300";"1550";"1800";"2550";"0.0";"3400";"2250";"3400";"3550";"4150";"4850"
"Tiel";"2012*";"1500";"1050";"1350";"1650";"1850";"2700";"0.0";"3350";"2250";"3350";"3500";"4100";"4800"
"Tilburg";"2010";"1400";"900";"1300";"1650";"2200";"2950";"26.0";"3250";"2250";"3400";"3600";"4150";"5150"
"Tilburg";"2011";"1050";"650";"1000";"1250";"1700";"2300";"25.0";"3200";"2200";"3400";"3600";"4150";"5200"
"Tilburg";"2012*";"1100";"700";"1050";"1350";"1850";"2500";"24.0";"3150";"2150";"3350";"3550";"4100";"5100"
"Tubbergen";"2010";"2700";"1500";"1950";"2150";"2700";"3150";"0.0";"4300";"2200";"3150";"3450";"4500";"4950"
"Tubbergen";"2011";"2150";"1050";"1500";"1700";"2200";"2550";"0.0";"4350";"2200";"3200";"3450";"4550";"5000"
"Tubbergen";"2012*";"2350";"1200";"1650";"1850";"2400";"2750";"0.0";"4300";"2200";"3150";"3400";"4550";"4950"
"Twenterand";"2010";"2500";"1300";"2000";"2200";"2450";"3050";"0.0";"3900";"2250";"3250";"3400";"4100";"4550"
"Twenterand";"2011";"1900";"950";"1500";"1650";"1850";"2400";"0.0";"3800";"2200";"3200";"3350";"4000";"4500"
"Twenterand";"2012*";"2050";"1000";"1600";"1750";"2000";"2600";"0.0";"3800";"2200";"3200";"3300";"4000";"4450"
"Tynaarlo";"2010";"2600";"1600";"2000";"2300";"2500";"3350";"0.0";"3600";"2250";"2950";"3150";"3700";"4300"
"Tynaarlo";"2011";"2050";"1200";"1550";"1800";"2000";"2650";"0.0";"3550";"2200";"2900";"3150";"3650";"4300"
"Tynaarlo";"2012*";"2200";"1150";"1650";"1950";"2150";"2850";"0.0";"3500";"2200";"2850";"3100";"3600";"4200"
"Tytsjerksteradiel";"2010";"2300";"1200";"1950";"2150";"2200";"2750";"0.0";"3150";"1850";"2700";"2750";"3350";"3650"
"Tytsjerksteradiel";"2011";"1800";"900";"1500";"1650";"1700";"2150";"0.0";"3200";"1900";"2700";"2800";"3400";"3700"
"Tytsjerksteradiel";"2012*";"1850";"950";"1550";"1750";"1750";"2250";"0.0";"3100";"1850";"2650";"2750";"3300";"3600"
"Ubbergen";"2010";"2200";"1500";"1650";"1950";"2450";"3500";"0.0";"3550";"2850";"3050";"3300";"3950";"4800"
"Ubbergen";"2011";"1750";"1150";"1300";"1500";"1950";"2800";"0.0";"3500";"2800";"3000";"3300";"3900";"4700"
"Ubbergen";"2012*";"1750";"1150";"1350";"1550";"2050";"2950";"0.0";"3350";"2750";"2850";"3150";"3850";"4700"
"Uden";"2010";"1950";"1100";"1750";"1950";"2400";"3150";"0.0";"3700";"2500";"3550";"3700";"4400";"5100"
"Uden";"2011";"1550";"800";"1400";"1600";"1900";"2500";"0.0";"3800";"2550";"3600";"3850";"4450";"5250"
"Uden";"2012*";"1600";"850";"1450";"1650";"2000";"2700";"0.0";"3700";"2500";"3550";"3750";"4350";"5200"
"Uitgeest";"2010";"1900";"1050";"1750";"2000";"2400";"2850";"0.0";"3500";"2050";"3500";"3450";"4050";"4400"
"Uitgeest";"2011";"1550";"850";"1400";"1600";"1900";"2300";"0.0";"3550";"2050";"3550";"3550";"4000";"4450"
"Uitgeest";"2012*";"1600";"900";"1450";"1650";"2000";"2450";"0.0";"3450";"2000";"3400";"3400";"3850";"4400"
"Uithoorn";"2010";"1800";"1400";"1700";"2050";"2750";"3050";"0.0";"3400";"2250";"3650";"3700";"4700";"5150"
"Uithoorn";"2011";"1400";"1100";"1350";"1600";"2100";"2400";"0.0";"3450";"2250";"3650";"3700";"4650";"5200"
"Uithoorn";"2012*";"1450";"1100";"1400";"1700";"2200";"2500";"0.0";"3300";"2250";"3550";"3650";"4550";"5000"
"Urk";"2010";"2250";"1150";"2000";"2400";"2500";"3050";"0.0";"3950";"2350";"3650";"4050";"4500";"4700"
"Urk";"2011";"1750";"850";"1600";"1900";"1950";"2450";"0.0";"3950";"2350";"3700";"4100";"4600";"4700"
"Urk";"2012*";"1900";"950";"1700";"2000";"2150";"2650";"0.0";"3950";"2350";"3700";"4050";"4600";"4700"
"Utrecht (gemeente)";"2010";"1250";"850";"1500";"1750";"1950";"3100";"29.0";"2800";"2200";"3100";"3400";"4200";"5050"
"Utrecht (gemeente)";"2011";"950";"650";"1200";"1350";"1550";"2400";"25.0";"2750";"2200";"3100";"3350";"4150";"5000"
"Utrecht (gemeente)";"2012*";"950";"650";"1200";"1400";"1600";"2450";"26.0";"2650";"2150";"3050";"3250";"4150";"4950"
"Utrechtse Heuvelrug";"2010";"2550";"1300";"1900";"2250";"2950";"4000";"0.0";"3800";"2400";"3400";"3550";"4200";"5100"
"Utrechtse Heuvelrug";"2011";"1950";"1000";"1450";"1750";"2250";"3150";"0.0";"3750";"2350";"3300";"3500";"4150";"5100"
